-0.4562,-0.4595
-0.4555,-0.4593
-0.4545,-0.4585
-0.4528,-0.4585
-0.4515,-0.4584
-0.4505,-0.4587
-0.4497,-0.4586
-0.449,-0.458
-0.4472,-0.4583
-0.4452,-0.4579
-0.4436,-0.4578
-0.4431,-0.4576
-0.4416,-0.4573
-0.4397,-0.4573
-0.4386,-0.4573
-0.4372,-0.4566
-0.4355,-0.4564
-0.4342,-0.4563
-0.4322,-0.4563
-0.431,-0.4564
-0.429,-0.4565
-0.4274,-0.457
-0.4262,-0.4569
-0.4255,-0.4565
-0.4243,-0.457
-0.422,-0.4571
-0.421,-0.4569
-0.4187,-0.4566
-0.4175,-0.4567
-0.416,-0.4569
-0.4151,-0.457
-0.4138,-0.4566
-0.4128,-0.4567
-0.411,-0.4567
-0.4097,-0.4569
-0.4085,-0.4573
-0.4048,-0.4576
-0.4025,-0.4578
-0.4013,-0.4578
-0.3994,-0.4583
-0.3977,-0.4583
-0.3946,-0.4586
-0.3919,-0.4586
-0.3896,-0.4587
-0.3877,-0.4586
-0.385,-0.4583
-0.3823,-0.4582
-0.3791,-0.4582
-0.3768,-0.4582
-0.3745,-0.4582
-0.372,-0.4582
-0.3697,-0.4581
-0.3672,-0.458
-0.365,-0.458
-0.3624,-0.4578
-0.3604,-0.458
-0.3579,-0.4581
-0.3543,-0.4584
-0.3514,-0.4584
-0.3488,-0.4582
-0.3476,-0.4584
-0.3452,-0.4587
-0.3423,-0.4583
-0.3402,-0.4587
-0.3382,-0.4589
-0.3364,-0.4586
-0.3339,-0.4586
-0.3314,-0.4587
-0.3285,-0.4587
-0.3266,-0.4587
-0.3246,-0.4585
-0.3222,-0.4586
-0.3194,-0.4588
-0.3174,-0.4588
-0.315,-0.4589
-0.3133,-0.4594
-0.3115,-0.4594
-0.3086,-0.46
-0.3062,-0.4601
-0.3037,-0.4602
-0.3014,-0.4602
-0.2989,-0.4605
-0.2958,-0.4604
-0.2927,-0.4606
-0.2906,-0.4603
-0.288,-0.4607
-0.285,-0.4606
-0.2825,-0.4604
-0.2803,-0.4604
-0.278,-0.4604
-0.2754,-0.4605
-0.2737,-0.4607
-0.2713,-0.4609
-0.2682,-0.4612
-0.2652,-0.4615
-0.2625,-0.4617
-0.2601,-0.4616
-0.2569,-0.4613
-0.2545,-0.4615
-0.2511,-0.4611
-0.2481,-0.4608
-0.2461,-0.461
-0.2439,-0.4609
-0.2414,-0.4611
-0.2377,-0.4611
-0.2357,-0.4609
-0.234,-0.4608
-0.2313,-0.4608
-0.23,-0.4608
-0.2273,-0.4608
-0.2256,-0.4606
-0.2234,-0.4605
-0.2208,-0.4602
-0.2183,-0.46
-0.2148,-0.4598
-0.2115,-0.4593
-0.2087,-0.4595
-0.2055,-0.4595
-0.2043,-0.4593
-0.2009,-0.4595
-0.198,-0.4598
-0.1951,-0.4595
-0.1919,-0.4595
-0.19,-0.4594
-0.1875,-0.4594
-0.1856,-0.4593
-0.1837,-0.4592
-0.181,-0.4595
-0.1792,-0.4593
-0.1769,-0.4594
-0.1745,-0.4591
-0.1716,-0.4591
-0.169,-0.459
-0.1661,-0.4585
-0.1637,-0.4586
-0.1601,-0.4585
-0.1573,-0.4584
-0.1543,-0.4586
-0.1519,-0.4583
-0.1498,-0.4583
-0.1483,-0.4583
-0.1459,-0.4582
-0.1431,-0.4581
-0.1408,-0.4581
-0.139,-0.4579
-0.1369,-0.4579
-0.1353,-0.4582
-0.1332,-0.4581
-0.1314,-0.4578
-0.1286,-0.4578
-0.1258,-0.4579
-0.1236,-0.4578
-0.1208,-0.4577
-0.1183,-0.4581
-0.1166,-0.4582
-0.1138,-0.4581
-0.1103,-0.4582
-0.1075,-0.4581
-0.1052,-0.4584
-0.1028,-0.4586
-0.1003,-0.4586
-0.0969,-0.4589
-0.0954,-0.459
-0.0922,-0.4588
-0.0902,-0.4586
-0.0869,-0.4591
-0.0851,-0.4591
-0.0824,-0.4593
-0.0797,-0.459
-0.0776,-0.4593
-0.0752,-0.459
-0.0724,-0.4588
-0.0691,-0.4588
-0.0664,-0.4584
-0.0631,-0.4583
-0.061,-0.4582
-0.0582,-0.458
-0.0556,-0.4579
-0.0536,-0.4576
-0.0511,-0.4579
-0.0481,-0.458
-0.0456,-0.4579
-0.043,-0.4582
-0.0406,-0.4582
-0.0391,-0.4582
-0.0377,-0.4581
-0.0354,-0.4584
-0.0335,-0.4585
-0.0307,-0.4586
-0.0288,-0.4586
-0.0271,-0.4587
-0.0248,-0.4586
-0.0211,-0.4586
-0.0175,-0.4586
-0.0145,-0.4589
-0.0111,-0.4587
-0.0082,-0.459
-0.0065,-0.4589
-0.0048,-0.4587
-0.0023,-0.4588
1.0E-4,-0.4588
0.0028,-0.4586
0.0045,-0.4588
0.006,-0.4589
0.0098,-0.459
0.012,-0.4594
0.0137,-0.4593
0.0162,-0.4591
0.0182,-0.459
0.0206,-0.4592
0.0233,-0.4592
0.0267,-0.459
0.029,-0.4589
0.0314,-0.4586
0.0332,-0.4587
0.0362,-0.4584
0.0383,-0.4586
0.0412,-0.4586
0.0448,-0.4587
0.0462,-0.4589
0.0489,-0.4589
0.0514,-0.4587
0.0537,-0.4585
0.056,-0.4585
0.0591,-0.4584
0.0622,-0.4583
0.0652,-0.4583
0.0672,-0.4586
0.0694,-0.4586
0.0722,-0.4586
0.0759,-0.4587
0.0786,-0.4584
0.0808,-0.4584
0.0844,-0.4585
0.0876,-0.4584
0.0899,-0.4584
0.0934,-0.4581
0.0963,-0.4579
0.0988,-0.4581
0.1014,-0.4582
0.1045,-0.4583
0.1078,-0.4581
0.1102,-0.4581
0.1126,-0.4582
0.1169,-0.4584
0.1199,-0.4581
0.1219,-0.4585
0.1238,-0.4587
0.1261,-0.4588
0.1277,-0.459
0.1297,-0.459
0.1309,-0.459
0.1335,-0.4592
0.1356,-0.4594
0.1373,-0.4595
0.1399,-0.4595
0.1424,-0.4594
0.146,-0.4596
0.1479,-0.4596
0.1507,-0.4595
0.1531,-0.4593
0.1553,-0.4593
0.1573,-0.4591
0.1591,-0.4591
0.1614,-0.4591
0.1632,-0.4592
0.1654,-0.4592
0.168,-0.4591
0.1705,-0.4593
0.1725,-0.4593
0.1751,-0.4589
0.1762,-0.4588
0.1796,-0.4589
0.1816,-0.4587
0.1842,-0.4586
0.1867,-0.4584
0.1884,-0.458
0.1913,-0.4582
0.1939,-0.4581
0.1967,-0.4579
0.1995,-0.4579
0.2017,-0.458
0.2038,-0.458
0.2066,-0.4582
0.2079,-0.4582
0.211,-0.4582
0.2137,-0.4583
0.2166,-0.4582
0.2192,-0.4579
0.2207,-0.4581
0.2235,-0.4579
0.2265,-0.4578
0.2282,-0.4578
0.2307,-0.4576
0.2338,-0.4577
0.2368,-0.458
0.2395,-0.4578
0.2428,-0.4579
0.2452,-0.4576
0.2479,-0.458
0.2501,-0.4577
0.2521,-0.458
0.2554,-0.4578
0.2584,-0.4578
0.2609,-0.4579
0.2628,-0.4583
0.2658,-0.4584
0.268,-0.4587
0.2707,-0.4583
0.2734,-0.4583
0.2754,-0.4583
0.2789,-0.458
0.2825,-0.4576
0.286,-0.458
0.2897,-0.4579
0.2924,-0.4579
0.2947,-0.4579
0.2975,-0.4579
0.2998,-0.4576
0.3013,-0.4574
0.3039,-0.4575
0.3056,-0.4575
0.3092,-0.4576
0.3125,-0.4575
0.3155,-0.4575
0.3178,-0.4576
0.3206,-0.4577
0.322,-0.4578
0.3238,-0.4577
0.3265,-0.4574
0.3283,-0.4577
0.3308,-0.4573
0.3328,-0.4573
0.3358,-0.4569
0.3382,-0.457
0.3407,-0.4571
0.3432,-0.4571
0.3452,-0.4571
0.3476,-0.457
0.3501,-0.4569
0.3528,-0.4573
0.3552,-0.4572
0.3565,-0.4571
0.3594,-0.4573
0.3614,-0.4573
0.3632,-0.4573
0.3656,-0.4574
0.3677,-0.4572
0.3712,-0.4573
0.3734,-0.4574
0.3754,-0.4576
0.3769,-0.4574
0.3786,-0.4574
0.3816,-0.4573
0.384,-0.4574
