0.0239,0.0436,0.3201,-0.496,0.1667
-0.5,0.0214,-0.0095,-0.4885,0.1233
0.0773,-0.0384,0.3383,-0.4946,0.1347
0.0321,0.0536,0.323,-0.496,0.1767
-0.05,-0.1665,0.3574,-0.4987,0.0446
0.0942,0.0372,0.3383,-0.4969,0.1809
0.086,0.0836,0.3341,-0.4981,0.2017
-0.1,0.1665,0.2411,-0.4981,0.2879
0.0311,-0.5,0.2584,-0.4795,-0.0071
0.1175,0.042,0.3515,-0.497,0.1777
0.175,0.0835,0.1976,-0.4989,0.2264
0.4748,-0.5,0.2001,-0.431,-0.0317
-0.075,-0.5,0.2043,-0.4804,-0.0415
0.009,-0.5,0.2933,-0.4827,0.0069
0.075,0.3335,0.2833,-0.4889,0.1885
-0.0176,0.0866,0.2915,-0.4993,0.1863
-0.0844,-0.5,0.1936,-0.4786,-0.0482
0.0,0.4165,0.2057,-0.4969,0.3377
0.0024,-0.0832,0.2878,-0.4936,0.0998
0.1377,0.0835,0.3565,-0.4988,0.2224
-0.0764,-0.0395,0.2407,-0.4959,0.1071
0.475,0.0835,0.286,-0.4978,0.0457
0.0,0.4165,0.2057,-0.4969,0.3377
0.1505,-0.0359,0.2987,-0.4959,0.1455
0.475,0.0835,0.286,-0.4978,0.0457
0.075,0.3335,0.2833,-0.4889,0.1885
-0.1,-0.0835,0.0761,-0.498,0.0204
0.1434,0.0299,0.3472,-0.4967,0.1811
-0.5,0.3374,-0.0651,-0.4675,0.1913
-0.1,0.5,-0.0156,-0.4981,0.3158
-0.0054,0.0073,0.2944,-0.4959,0.1477
0.0758,0.0836,0.348,-0.4981,0.2007
0.1182,-0.0347,0.3449,-0.496,0.141
-0.125,0.0301,0.3414,-0.4971,0.1485
0.0189,-0.1214,0.3065,-0.4942,0.0876
-0.0674,-0.5,0.2213,-0.4747,-0.0316
0.0406,0.0351,0.3331,-0.4954,0.1666
-0.5,-0.0341,-0.0099,-0.4882,0.0801
0.1344,0.0237,0.355,-0.4971,0.1759
0.009,-0.5,0.2933,-0.4827,0.0069
0.0832,-0.1664,0.349,-0.4662,0.0754
-0.0365,0.0377,0.2889,-0.4954,0.1563
0.042,0.3701,0.2491,-0.4924,0.2543
-0.125,0.0,0.3285,-0.4964,0.1244
0.175,0.0835,0.1976,-0.4989,0.2264
-0.0176,0.0866,0.2915,-0.4993,0.1863
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
0.0,0.4165,0.2057,-0.4969,0.3377
0.042,0.3701,0.2491,-0.4924,0.2543
0.0406,0.0351,0.3331,-0.4954,0.1666
0.0563,-0.1663,0.3094,-0.4746,0.0751
-0.0391,0.4491,0.1192,-0.4973,0.3292
0.1061,-0.0376,0.3432,-0.4963,0.1422
0.063,0.0837,0.356,-0.4985,0.1958
-0.5,0.1665,-0.065,-0.492,0.078
-0.1021,0.0315,0.2548,-0.4947,0.1653
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
-0.1186,-0.5,0.0914,-0.4757,-0.0896
0.0822,0.0836,0.3382,-0.4983,0.2023
0.1053,0.0496,0.3424,-0.4975,0.1837
-0.0431,-0.5,0.287,-0.483,-0.0063
0.1107,-0.0451,0.3457,-0.4904,0.1349
0.1432,-0.0222,0.3078,-0.4967,0.1523
-0.05,-0.1665,0.3574,-0.4987,0.0446
-0.5,-0.1252,-0.0177,-0.4861,0.006
-0.1107,-0.0477,0.1843,-0.4973,0.065
-0.1,-0.0835,0.0761,-0.498,0.0204
-0.5,-0.0341,-0.0099,-0.4882,0.0801
-0.0308,0.0881,0.3189,-0.4986,0.175
0.125,-0.1665,0.3017,-0.3262,-0.0017
-0.5,0.2283,-0.0802,-0.4875,0.174
0.0,0.4165,0.2057,-0.4969,0.3377
0.0,0.4165,0.2057,-0.4969,0.3377
-0.125,0.0835,0.3644,-0.4983,0.1914
-0.1067,0.0993,0.1934,-0.4984,0.2138
0.175,0.0,0.2039,-0.4949,0.1633
0.1013,-0.5,0.2366,-0.4778,-0.0086
-0.0404,-0.0968,0.2371,-0.4951,0.0775
-0.1021,0.0315,0.2548,-0.4947,0.1653
-0.5,0.1427,0.0111,-0.4942,0.1818
-0.0163,-0.1664,0.2817,-0.4851,0.0526
0.175,0.0,0.2039,-0.4949,0.1633
0.0029,0.0671,0.2936,-0.4959,0.1743
0.0,0.4165,0.2057,-0.4969,0.3377
0.0245,-0.1662,0.315,-0.4883,0.0688
-0.5,0.3644,-0.0588,-0.4617,0.1863
-0.0294,-0.5,0.2721,-0.4813,-0.011
0.0549,0.0419,0.3412,-0.4954,0.176
0.1085,-0.1151,0.3346,-0.4851,0.0964
-0.1,0.5,-0.0156,-0.4981,0.3158
-0.075,-0.5,0.2043,-0.4804,-0.0415
0.175,0.0,0.2039,-0.4949,0.1633
0.0,0.4165,0.2057,-0.4969,0.3377
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
-0.0662,-0.1087,0.22,-0.4921,0.0649
-0.084,-0.0506,0.2212,-0.4959,0.1072
-0.125,-0.5,0.0383,-0.4683,-0.101
0.0738,-0.1664,0.3056,-0.4713,0.0749
-0.1186,-0.5,0.0914,-0.4757,-0.0896
0.0942,0.0372,0.3383,-0.4969,0.1809
0.0908,-0.5,0.2266,-0.4849,-0.0111
0.0245,-0.1662,0.315,-0.4883,0.0688
0.475,0.0835,0.286,-0.4978,0.0457
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
-0.1117,0.0427,0.2529,-0.4959,0.1675
0.0832,-0.1664,0.349,-0.4662,0.0754
-0.1,0.1665,0.2411,-0.4981,0.2879
-0.1,0.5,-0.0156,-0.4981,0.3158
0.042,0.3701,0.2491,-0.4924,0.2543
0.1029,-0.0361,0.3385,-0.4961,0.1426
0.35,-0.5,0.3614,-0.4989,0.0295
-0.0391,0.4491,0.1192,-0.4973,0.3292
-0.5,0.5,-0.1216,-0.4935,0.1239
0.092,0.0414,0.3495,-0.4971,0.1836
0.3667,-0.5,0.1646,-0.4985,-0.0289
-0.0022,0.0515,0.2909,-0.4962,0.1669
-0.1,0.5,-0.0156,-0.4981,0.3158
-0.5,-0.1252,-0.0177,-0.4861,0.006
0.4748,-0.5,0.2961,-0.3975,-0.0163
0.1181,-0.01,0.3432,-0.4967,0.1575
0.0129,-0.0251,0.3109,-0.4955,0.136
0.1377,0.0835,0.3565,-0.4988,0.2224
-0.0391,0.4491,0.1192,-0.4973,0.3292
0.0691,0.0837,0.3474,-0.4986,0.1975
-0.0674,-0.5,0.2213,-0.4747,-0.0316
-0.1,0.1665,0.2411,-0.4981,0.2879
-0.0163,-0.1664,0.2817,-0.4851,0.0526
0.475,0.0835,0.286,-0.4978,0.0457
-0.5,-0.0838,0.0312,-0.4924,0.049
0.0,0.4165,0.2057,-0.4969,0.3377
0.0404,-0.1425,0.3316,-0.4818,0.0808
-0.5,0.3644,-0.0588,-0.4617,0.1863
-0.5,0.4304,-0.0751,-0.4565,0.2199
-0.052,-0.5,0.2166,-0.4787,-0.0324
-0.1,0.1665,0.2411,-0.4981,0.2879
0.4748,-0.5,0.2001,-0.431,-0.0317
-0.0022,0.0515,0.2909,-0.4962,0.1669
0.1019,0.0835,0.3485,-0.4973,0.1978
-0.5,0.3644,-0.0588,-0.4617,0.1863
0.0899,-0.1148,0.3315,-0.4875,0.0983
-0.1,0.1665,0.2411,-0.4981,0.2879
-0.1067,0.0993,0.1934,-0.4984,0.2138
-0.0218,-0.1049,0.2535,-0.4951,0.0838
0.4308,-0.5,0.2361,-0.4174,-0.0296
0.1502,-0.1234,0.2539,-0.4198,0.0745
-0.5,-0.0838,0.0312,-0.4924,0.049
0.0738,-0.1664,0.3056,-0.4713,0.0749
-0.049,0.0409,0.2875,-0.4948,0.1527
-0.5,-0.5,-0.0522,-0.4791,-0.1517
0.0832,-0.1664,0.349,-0.4662,0.0754
0.1458,0.0653,0.3232,-0.4979,0.2095
-0.5,0.1665,-0.065,-0.492,0.078
-0.125,-0.5,0.0383,-0.4683,-0.101
0.1013,-0.5,0.2366,-0.4778,-0.0086
-0.5,0.0961,0.0529,-0.4973,0.1706
-0.0391,0.4491,0.1192,-0.4973,0.3292
-0.5,0.25,-0.0855,-0.4858,0.2075
-0.0391,0.4491,0.1192,-0.4973,0.3292
-0.5,0.25,-0.0855,-0.4858,0.2075
0.1045,0.0312,0.3497,-0.4965,0.1773
0.475,0.0835,0.286,-0.4978,0.0457
0.0311,-0.5,0.2584,-0.4795,-0.0071
-0.0077,-0.5,0.2822,-0.4841,-8.0E-4
-0.5,0.4162,-0.0656,-0.4487,0.2395
-0.5,0.1427,0.0111,-0.4942,0.1818
-0.5,0.3057,-0.0649,-0.4745,0.1724
0.0,0.4165,0.2057,-0.4969,0.3377
-0.5,0.3374,-0.0651,-0.4675,0.1913
-0.5,0.3057,-0.0649,-0.4745,0.1724
-0.5,0.0214,-0.0095,-0.4885,0.1233
-0.5,0.4304,-0.0751,-0.4565,0.2199
0.475,0.0835,0.286,-0.4978,0.0457
-0.1,0.5,-0.0156,-0.4981,0.3158
-0.0861,-0.0108,0.2297,-0.4961,0.1218
0.0311,-0.0494,0.3069,-0.4953,0.1254
0.042,0.3701,0.2491,-0.4924,0.2543
-0.0456,-0.1103,0.2463,-0.493,0.0751
-0.079,0.0545,0.2638,-0.4966,0.1674
0.2746,-0.5,0.2683,-0.4969,-0.0048
-0.0351,-0.041,0.252,-0.4954,0.115
-0.1,0.1665,0.2411,-0.4981,0.2879
0.175,0.0835,0.1976,-0.4989,0.2264
-0.0674,-0.5,0.2213,-0.4747,-0.0316
0.075,0.3335,0.2833,-0.4889,0.1885
-0.1,0.5,-0.0156,-0.4981,0.3158
0.1402,-0.5,0.1973,-0.4773,-0.0248
-0.125,0.0,0.3285,-0.4964,0.1244
0.0758,0.0836,0.348,-0.4981,0.2007
0.2746,-0.5,0.2683,-0.4969,-0.0048
0.175,-0.0835,0.1981,-0.4954,0.1337
-0.0495,-0.0619,0.2466,-0.4973,0.1001
-0.5,-0.0838,0.0312,-0.4924,0.049
0.475,0.0835,0.286,-0.4978,0.0457
-0.0431,-0.5,0.287,-0.483,-0.0063
-0.5,-0.1252,-0.0177,-0.4861,0.006
0.0404,-0.1425,0.3316,-0.4818,0.0808
-0.1,0.5,-0.0156,-0.4981,0.3158
-0.0431,0.0406,0.2885,-0.4952,0.1548
0.075,0.3335,0.2833,-0.4889,0.1885
0.1431,0.0412,0.3389,-0.4972,0.1834
0.042,0.3701,0.2491,-0.4924,0.2543
0.103,-5.0E-4,0.3475,-0.4963,0.157
0.1458,0.0653,0.3232,-0.4979,0.2095
0.114,-0.0207,0.3478,-0.4965,0.1512
0.0758,0.0836,0.348,-0.4981,0.2007
-0.5,0.0,-0.0381,-0.4852,0.1015
-0.1,0.1665,0.2411,-0.4981,0.2879
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
0.0817,-0.5,0.241,-0.4787,-0.0044
0.1089,-0.5,0.2359,-0.4807,-0.0041
0.075,0.3335,0.2833,-0.4889,0.1885
-0.5,0.2283,-0.0802,-0.4875,0.174
0.1304,0.0835,0.3746,-0.4988,0.216
0.175,0.0835,0.1976,-0.4989,0.2264
-0.0325,-0.108,0.2374,-0.4945,0.077
0.0,0.4165,0.2057,-0.4969,0.3377
0.0311,-0.5,0.2584,-0.4795,-0.0071
0.1666,-0.5,0.2722,-0.4938,0.0233
-0.0163,-0.1664,0.2817,-0.4851,0.0526
0.1501,0.0104,0.324,-0.4956,0.1666
-0.5,0.3057,-0.0649,-0.4745,0.1724
-0.0844,-0.5,0.1936,-0.4786,-0.0482
0.042,0.3701,0.2491,-0.4924,0.2543
0.175,0.0835,0.1976,-0.4989,0.2264
0.0795,-0.0834,0.3252,-0.4911,0.1138
0.175,0.0835,0.1976,-0.4989,0.2264
-0.5,0.2283,-0.0802,-0.4875,0.174
0.0832,-0.1664,0.349,-0.4662,0.0754
0.1203,-0.5,0.2349,-0.4822,-0.0056
0.1238,-0.0914,0.3246,-0.4816,0.0999
-0.1,0.1665,0.2411,-0.4981,0.2879
0.1136,-0.5,0.2434,-0.4813,-0.0026
0.075,0.3335,0.2833,-0.4889,0.1885
-0.1,0.1665,0.2411,-0.4981,0.2879
0.0832,-0.1664,0.349,-0.4662,0.0754
0.01,0.0536,0.3078,-0.4962,0.1663
0.4748,-0.5,0.2001,-0.431,-0.0317
0.042,0.3701,0.2491,-0.4924,0.2543
0.125,-0.1665,0.3017,-0.3262,-0.0017
0.1847,-0.5,0.2289,-0.4948,0.0045
-0.0642,-0.05,0.2462,-0.4967,0.1047
-0.5,0.3057,-0.0649,-0.4745,0.1724
-0.0499,0.0904,0.2789,-0.498,0.1716
-0.5,-0.0341,-0.0099,-0.4882,0.0801
0.042,0.3701,0.2491,-0.4924,0.2543
-0.1,-0.0835,0.0761,-0.498,0.0204
-0.0391,0.4491,0.1192,-0.4973,0.3292
0.0,0.4165,0.2057,-0.4969,0.3377
-0.0674,-0.5,0.2213,-0.4747,-0.0316
0.0223,-0.115,0.3143,-0.4948,0.0884
-0.5,0.3644,-0.0588,-0.4617,0.1863
-0.0559,0.0467,0.2762,-0.4969,0.1552
0.0156,0.0837,0.3188,-0.4985,0.1806
-0.0163,-0.1664,0.2817,-0.4851,0.0526
0.0442,0.0837,0.3423,-0.4983,0.1849
0.1085,-0.1151,0.3346,-0.4851,0.0964
0.0,0.4165,0.2057,-0.4969,0.3377
-0.5,0.0961,0.0529,-0.4973,0.1706
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
-0.0402,0.0875,0.2882,-0.4988,0.1782
-0.125,0.0301,0.3414,-0.4971,0.1485
0.075,0.3335,0.2833,-0.4889,0.1885
0.086,0.0836,0.3341,-0.4981,0.2017
0.0117,0.0437,0.3093,-0.4957,0.1666
-0.5,0.4304,-0.0751,-0.4565,0.2199
0.2962,-0.5,0.2052,-0.4989,-0.0209
-0.0259,-0.1665,0.3282,-0.4821,0.048
-0.5,0.3057,-0.0649,-0.4745,0.1724
-0.0177,0.0447,0.2866,-0.4958,0.1644
0.0,0.4165,0.2057,-0.4969,0.3377
-0.1117,0.0427,0.2529,-0.4959,0.1675
0.475,0.0835,0.286,-0.4978,0.0457
-0.5,0.0961,0.0529,-0.4973,0.1706
-0.049,0.0409,0.2875,-0.4948,0.1527
-0.125,0.0,0.3285,-0.4964,0.1244
0.0149,-0.1126,0.3044,-0.4949,0.0892
0.475,0.0835,0.286,-0.4978,0.0457
-0.0642,-0.05,0.2462,-0.4967,0.1047
0.0249,-0.1662,0.316,-0.4883,0.0694
-0.5,0.1427,0.0111,-0.4942,0.1818
0.075,0.3335,0.2833,-0.4889,0.1885
0.475,0.0835,0.286,-0.4978,0.0457
0.0,0.4165,0.2057,-0.4969,0.3377
-0.0294,-0.5,0.2721,-0.4813,-0.011
-0.5,0.3057,-0.0649,-0.4745,0.1724
0.0514,-0.5,0.2983,-0.4815,0.0176
-0.0507,0.0875,0.2852,-0.4987,0.1766
0.25,-0.5,0.0715,-0.4989,-0.064
-0.0014,0.058,0.2924,-0.4961,0.1668
-0.5,-0.1664,-0.0663,-0.4794,-0.0367
0.075,0.3335,0.2833,-0.4889,0.1885
-0.0764,-0.0395,0.2407,-0.4959,0.1071
0.1402,-0.5,0.1973,-0.4773,-0.0248
-0.5,-0.0341,-0.0099,-0.4882,0.0801
-0.1084,-0.0375,0.2142,-0.4952,0.0847
-0.05,-0.1665,0.3574,-0.4987,0.0446
-0.125,0.0,0.3285,-0.4964,0.1244
0.475,0.0835,0.286,-0.4978,0.0457
0.0,0.4165,0.2057,-0.4969,0.3377
-0.0259,-0.1665,0.3282,-0.4821,0.048
0.1501,0.0104,0.324,-0.4956,0.1666
