-0.4021878,0.15920804
-0.3552605,-0.20473956
-0.19552745,0.010100001
-0.39739963,-0.29420012
-0.24665275,-0.36524802
0.014613568,-0.23130517
-0.15352286,-0.24859563
-0.38961065,-0.47317082
0.06,0.0
-0.35,-0.26
-0.22689235,0.07061452
-0.20301008,0.03408013
-0.42967635,-0.4201743
-0.35024723,-0.11209889
-0.026144594,0.14682998
-0.28552687,0.38998225
-0.057089776,0.05994418
-0.44155607,-0.1908895
-0.11579886,-0.12655228
-0.19505283,0.33945438
-0.43127564,-0.25413346
0.009999324,-0.28775576
-0.12907217,-0.3252504
0.46959752,0.20839556
-0.39023393,-0.23023394
-0.42140716,0.37279424
0.21,0.36
-0.25448668,-0.22866791
-0.32789716,-0.17394859
-0.10296611,-0.188412
-0.40443945,-0.2471986
-0.18744469,0.4667249
0.28909564,0.4527391
-0.09062846,-0.26649836
0.07171387,-0.27359363
-0.3542043,0.1450447
-0.078389935,0.4002471
-0.04505653,0.025300566
0.0013174786,-0.011137535
-0.24631555,-0.14859992
7.4249523E-4,0.24361952
0.2713693,0.108727776
0.1661485,-0.19807422
-0.30850303,-0.24701658
-0.09488139,0.29255927
-0.15397808,-0.38417834
-0.2082646,0.16492105
0.12998813,0.14291973
0.2528552,-0.2089765
-0.30868953,0.15626712
0.20410489,0.099022575
-0.23172206,-0.25605717
0.16812488,0.049394764
0.22,-0.05
0.09393035,-0.19791052
-0.08551465,0.1637094
-0.21339646,-0.29812825
-0.22448477,-0.184896
-0.005,0.43
-0.3112429,-0.22
-0.32,-0.2
-0.19920692,0.10592749
0.27352363,0.025561912
-0.33701873,-0.0065891845
-0.22119236,0.27098736
-0.17817669,0.2799489
-0.38449684,-0.18093766
-0.3008654,-0.32501745
-0.18146417,-0.17968026
0.32146192,0.19643454
-0.23948465,-0.05
-0.21706432,-0.22397447
-0.255,-0.3
-0.40472245,-0.34861052
-0.09580527,0.08067398
-0.24702273,-0.20307623
0.10476679,0.08
-0.4174206,0.057948
-0.23098558,-0.4170804
0.36838394,0.2998461
-0.038491987,0.34281442
-0.32,-0.2
-0.27611202,-0.47
-0.30917528,0.07850741
-0.185,0.2
0.18184389,0.18040979
0.27038854,0.15361816
-0.33435822,-0.4275938
0.14281733,-0.269103
0.16,0.33
-0.3134766,0.30154976
-0.3813635,0.090544485
-0.036264315,0.104154795
0.3987256,0.4047038
-0.48303375,-0.42106158
0.22,-0.05
-0.08395333,-0.3939837
-0.08925453,-0.0065303696
0.077837095,-0.39359194
-0.2139474,-0.382717
