-0.30114064,-0.2960777,0.1
3.8406666E-4,0.0016747524,0.1
-0.301151,-0.30266753,0.1
0.39829707,0.09709408,0.1
0.20053332,0.3007577,0.1
-0.40117538,0.40209633,0.1
0.19781716,-0.19771302,0.1
-0.40501648,0.19776446,0.1
0.19909748,0.30145857,0.1
0.19826527,-0.20040186,0.1
0.40117064,0.101571634,0.1
0.0061104535,-0.002126755,0.1
-0.2512778,0.24700686,0.1
0.19974712,-0.19789842,0.1
-0.39625838,0.40305278,0.1
-0.3951722,0.19275,0.1
0.20495826,-0.20100969,0.1
-0.2968496,-0.2920756,0.1
-0.3020649,-0.29245606,0.1
0.102885336,-0.2986226,0.1
-0.39502558,0.39397934,0.1
-0.2960604,-0.30656448,0.1
-0.24857204,0.25375336,0.1
0.20156325,-0.20142101,0.1
-0.24721454,0.2462283,0.1
-0.24199271,0.24838926,0.1
-0.2517373,0.25316837,0.1
-0.40360034,0.20212486,0.1
-0.40061605,0.19968694,0.1
0.102027915,-0.29110232,0.1
-0.4035768,0.3987032,0.1
-0.10061309,-0.0964211,0.1
-0.005634934,-0.0034829017,0.1
0.09631898,-0.30169275,0.1
-0.24629351,0.25060353,0.1
-0.30351156,-0.3005377,0.1
-0.29735944,-0.2973917,0.1
-0.39967713,0.4032053,0.1
0.1949842,0.30617836,0.1
-0.39774007,0.40081605,0.1
0.20382886,0.29812467,0.1
0.0036129623,0.004186607,0.1
0.1993944,0.29953647,0.1
-0.100910224,-0.09516279,0.1
-0.40044212,0.19751555,0.1
0.39727902,0.103367366,0.1
-0.10018639,-0.10165521,0.1
-0.4040015,0.395034,0.1
-3.889238E-5,6.900469E-4,0.1
0.20083718,0.2966284,0.1
-0.4000636,0.40479645,0.1
-0.30394393,-0.3032065,0.1
-0.09565215,-0.0994058,0.1
-0.40181804,0.39805102,0.1
-0.24779402,0.2517604,0.1
-0.29501382,-0.29752618,0.1
-0.402577,0.19720976,0.1
-0.29639244,-0.3096693,0.1
-0.29985046,-0.29969501,0.1
0.20169467,0.3008018,0.1
0.0015398616,-0.0016492901,0.1
-0.3959099,0.39910638,0.1
0.19882883,-0.19732232,0.1
-0.2554518,0.25106332,0.1
0.20347147,0.30501872,0.1
0.19590788,-0.20163897,0.1
-0.39754048,0.40093914,0.1
-0.40296027,0.20055752,0.1
0.1977389,0.30321875,0.1
0.2020124,-0.2028601,0.1
0.19945095,-0.20504743,0.1
-0.39783877,0.3994032,0.1
-0.29824498,-0.30011177,0.1
0.40005735,0.105059475,0.1
-0.104052514,-0.10190444,0.1
-0.003823093,0.0014286782,0.1
0.20000534,0.30604935,0.1
-0.24794854,0.2500555,0.1
-0.40538245,0.3977885,0.1
0.1999943,-0.20248464,0.1
-0.40330043,0.1977311,0.1
0.20260017,0.29765636,0.1
-0.40075675,0.40080118,0.1
0.0039395397,0.0014195889,0.1
0.20056072,-0.20281534,0.1
-0.2517968,0.24876855,0.1
-0.40136245,0.39692146,0.1
0.39822507,0.095382266,0.1
0.20002663,-0.20112471,0.1
0.20536426,0.29751152,0.1
-0.3021973,-0.30349994,0.1
0.10604013,-0.299564,0.1
0.09698088,-0.3029431,0.1
-0.0015268716,-0.0023175324,0.1
0.4005234,0.097473696,0.1
-0.29816777,-0.30295184,0.1
0.2068142,-0.19999349,0.1
0.0035665934,0.0027760402,0.1
-0.29550272,-0.30025423,0.1
0.19191313,-0.19850634,0.1
-0.3984068,0.20373528,0.1
0.20337781,-0.19385771,0.1
-0.40263104,0.19934621,0.1
-0.40152404,0.4001137,0.1
0.19388007,0.29827812,0.1
0.3984292,0.10128038,0.1
-0.004783294,-0.005807823,0.1
-0.09899378,-0.09550966,0.1
-0.29904458,-0.3067342,0.1
-0.09826863,-0.10632088,0.1
0.20020902,0.30362037,0.1
0.10394232,-0.30563718,0.1
0.19901116,-0.20000567,0.1
-0.24831814,0.25207752,0.1
-0.29976073,-0.29687306,0.1
-0.25389546,0.24503663,0.1
-0.397095,0.2019895,0.1
-0.24778117,0.24925344,0.1
-0.09968024,-0.1030883,0.1
-0.2453612,0.24953216,0.1
0.4009927,0.1000961,0.1
0.09704075,-0.29783595,0.1
-0.30109662,-0.3027374,0.1
0.4048192,0.09794847,0.1
0.39627993,0.10329987,0.1
-0.25725028,0.24319513,0.1
-0.30022356,-0.30009398,0.1
-0.0035728319,-0.0013243333,0.1
-0.25231534,0.24521257,0.1
0.09717692,-0.30646527,0.1
0.20130768,-0.20119001,0.1
-0.40085664,0.40263864,0.1
-0.24478345,0.24811694,0.1
